Type,Venue Name,Category,City,Place ID,Current Folder,Available Images,Unmapped Folder,Folder Type,Notes
Unmapped Folder,,,,,,,Butt_Dey_khabay_9509,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Butt_Karahi_Barki_Road_Lahore_8611,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Butt_Karahi_By_Usman_Tahir_5209,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Butt_karahi_by_Usman_Tahir_I-8_branch_5068,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Butt_Karahi_G-13_6871,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,BUTT_KARAHI_TIKKA_BY_NADEEM_BUTT_LAHORE_WALE_7157,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Butt_Karahi_Waseem_F-8_Markaz_5167,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Butt_Tikka_Karahi_&_Sher_Shinwari,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Buzzinâ€™_Buns_8641,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Byblos_5236,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_9_8578,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_@10_2161,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Arfat_Restaurant_4194,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Aylanto_Raya_DHA_10926,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Bajwa_7999,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_D'_Grill_7235,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Darakhshan_4106,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_deMello_by_Bourgeoisie_8998,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_EAT_24_7804,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Funghi_6142,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Gulzar_4174,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Ice_Berg_5455,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Kausar_Bakda_Hotel_Ú©ÛŒÙÛ’_Ú©ÙˆØ«Ø±_Ø¨Ø§Ú©Ú‘Ø§_ÛÙˆÙ¹Ù„_4772,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Lajawab_4847,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Red_8728,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cafe_Wakeup_7316,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CaffÃ©_Praha_0796,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CafÃ©_13_Lounge_5527,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CafÃ©_Biblio_7726,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CafÃ©_E_Street_10524,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CafÃ©_Frontier_10305,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CAFÃ‰_Lâ€™AMOUR_3797,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,California_Pizza_-_G11_Markaz_5829,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,California_Pizza_-_Lucky_One_Mall_4960,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,California_Pizza_-_M.A._Jinnah_Road_3881,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,California_Pizza_-_The_Centaurus_Mall_7421,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,California_Pizza_10854,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Canada_Club_diplomatic_Enclave_6397,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,"Canopy_by_Roomy,_Rooftop_Restaurant_5326",4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Caprinos_Pizza_Johar_Town_8512,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Captain_Cook's_DHA_Lahore_9722,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Carry_Homes_Restaurant_9109,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Casa_Bistro_10353,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Casa_Villa_10677,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Casbah_9999,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CATCH_UP_4031,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cavalry_Restaurant_9443,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cavern_Restaurant_7085,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cefe_Ezahar_4584,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Central_Food_Corner_8638,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Central_Perk_5320,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chaat_Baaz_9545,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chaaye_Khana_F-11_Markaz_5917,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chacha_cheezy_9856,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CHACHU_HALEEM_5113,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chai_Club_9862,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chai_Shai_1637,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Champions_Club_Karachi,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Chapati_House_4528,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chapple_Kabab_Point_F.8_Markaz_6994,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Charcoal_BBQ_n_Grill_Restaurant_10629,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Charsi_Tikka_8425,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chaska_koyla_karahi_10821,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chatkhara_8401,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chatkhara_Corner_&_Pakwan,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,Chattha's_5899,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chattha's_BBQ_&_Nashta_Bahria_Town_Phase_4,Numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chatthaâ€™s_Beverly_F-6_7744,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chaupal_7972,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chaupal_Buffet_4760,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheese_Stick_6430,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheesy_Bites_7704,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheesy_tasty_pizza_Branch_1_6631,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Bahria_Phase_7_5062,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Centaurus_7003,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Chandni_Chowk_7088,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Civic_Center_5371,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Commercial_Market_5056,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_F-10_7118,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_F-11_5131,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_G-13_5215,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_G-9_7012,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Giga_5074,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Golra_Mor_Branch_7000,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cheezious_Saddar_5128,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chef_Rockyâ€™s_Kitchen_9467,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chicago_Prime_3926,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chicken_Mackay_Jinnah_Park_7828,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chickyâ€™s_Chicken_Asghar_Mall_branch_6394,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chick_and_cheesy_7670,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chicon_5407,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Children's_Park_Islamabad_ChIJt3qD4oe_3zgRPv6NknVl4s0,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,China_beef_ramen_9638,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,China_Town_10419,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chinese_Dhaba_Restaurant_9338,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chinese_Hot_Pot_and_Cuisine_6145,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chin_Chin_Chinese_Restaurant_9362,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chipotle_Pizza_Burgers_&_Coffee,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,CHiPS_4354,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Chop_Prime_Steakhouse_10338,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Closed_4070,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cloud_Naan_10614,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Club_Kafeto_7415,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Club_Vibora_Karachi,Named,Named folder - review for potential matches
Unmapped Folder,,,,,,,CLUSTER_9127,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CNS_-_Chinese_Restaurant_9934,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cock_N_Bull_8254,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Coko_Bell_9347,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Colette_10722,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cook_Nook_Ú©ÙˆÚ©_Ù†ÙˆÚ©_8476,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cool_Inn_10647,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Court_Cricket_(Rooftop)_Islamabad_ChIJYZBMbQCX3zgRC0DQuNUxDVE,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,CrafÃ¨_3565,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Craves_6082,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Creek_Walk_-_DHA_Phase_8_4249,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Crunchies_7870,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Crunchies_Fast_Food_6574,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Crunch_Bite_7493,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Crunch_Cartel_(Bring_Your_Own_Bag)_9602,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CrunchÃ©_9719,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Crying_Tiger_authentic_Thai_7942,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CSD_Food_Court_10710,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cuckoo's_Lounge_and_Bar_12159,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Cup_shup_cafe_0094,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,CÃ´te_RÃ´tie_10452,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Daily_Deli_Co._(BTL)_8683,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Daily_Deli_Co._(Model_Town)_8422,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Daily_Dough_Pizza_9871,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dajaj_Broast_Mall_Road_8440,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Daleem_e_Khas_Matka_Biryani_8674,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,DAMAK_6997,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Daman-e-Koh_Islamabad_ChIJF8lv2Ra_3zgRrvR7XQxXPvc,Google Place ID,Google Place ID folder - needs venue mapping
Unmapped Folder,,,,,,,Dampukh_Restaurant_6277,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Darbar_e_Shireen_4_Minar_4013,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dastarkhawan_Fesabilllah_Ø¯Ø³ØªØ±Ø®ÙˆØ§Ù†_ÙÛŒ_Ø³Ø¨ÛŒÙ„_Ø§Ù„Ù„Û_5587,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Data_Kabana_7601,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Deewan_Broast_7526,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Defence_Biryani_Center_4957,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Defence_Club_R_Block_8902,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Defence_Food_4046,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dehli_Food_Corner_4483,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Delhi_Fish_House_3980,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dera-E-Hayat_(ÚˆÛŒØ±Û_Ø­ÛŒØ§Øª)_6103,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dera_4939,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Desi_Chatkhaary_Dhaaba_10146,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Desi_cuisine_5542,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Desi_Dhaba_5575,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Desi_Oven_DHA_9022,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Desi_Oven_Gulberg_8701,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,De_Hunza_Sizzle_6019,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,De_Hunza_Sizzle_I-8_7738,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dhaaba_DÃ©_Abdur-rehman_6106,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dhaba_De_Baltistan_7454,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,DHA_Pizza_Inn_6556,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dil'ara_Restaurant_9396,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dilli_Darwaza_-_The_Nihari_Shop_6001,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dilli_Nihari_7912,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dilpasand_Chaat_4660,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Din_Tai_Fung_Chinese_restaurant_9245,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Diva_Restaurant_6226,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Divine_Foods_-_BTK_7954,4-digit numbered,Numbered folder - potential for venue matching
Unmapped Folder,,,,,,,Dogar_Restaurant_DD,Named,Restaurant folder - check for venue matches
